    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  9396  5214 223647.631   39  148 222849.064 224893.493  0.92%  95.4 1335s
  9434  5236 223811.260   45  119 222849.064 224893.042  0.92%  95.5 1340s
  9482  5267 224725.233   30  141 222849.064 224891.433  0.92%  95.6 1345s
  9517  5294 223818.027   34  132 222849.064 224890.210  0.92%  95.8 1350s
  9556  5321     cutoff   54      222849.064 224886.901  0.91%  95.8 1355s
  9577  5336 223043.935   48  118 222849.064 224886.598  0.91%  95.8 1361s
  9601  5353 223438.287   48  132 222849.064 224886.059  0.91%  95.8 1371s
  9632  5374 223767.440   46  132 222849.064 224885.236  0.91%  95.8 1375s
  9669  5400 223608.641   48  134 222849.064 224884.886  0.91%  95.9 1380s
  9704  5427 223918.227   41  117 222849.064 224880.837  0.91%  96.1 1385s
  9746  5457 224091.237   34  143 222849.064 224879.393  0.91%  96.2 1390s
  9776  5475 224747.290   31  145 222849.064 224878.607  0.91%  96.2 1400s
  9820  5503 224196.570   35  129 222849.064 224876.904  0.91%  96.4 1405s
  9858  5539 222914.540   54  102 222849.064 224876.904  0.91%  96.5 1410s
  9909  5548 224683.704   34  147 222849.064 224873.616  0.91%  96.4 1415s
  9951  5571 224809.306   30  151 222849.064 224871.585  0.91%  96.4 1420s
  9985  5595 224353.365   35  126 222849.064 224869.181  0.91%  96.4 1425s
 10020  5621 224229.406   35  125 222849.064 224868.216  0.91%  96.4 1431s
 10047  5648 223190.941   43  116 222849.064 224868.216  0.91%  96.5 1435s
 10107  5681 223005.481   53   95 222849.064 224865.640  0.90%  96.6 1440s
 10147  5706 224124.838   40  131 222849.064 224863.774  0.90%  96.7 1445s
 10198  5747 223995.349   33  129 222849.064 224862.096  0.90%  96.8 1450s
 10254  5777 224529.332   32  134 222849.064 224858.590  0.90%  96.8 1455s
 10291  5806 223949.740   41  146 222849.064 224858.355  0.90%  96.9 1460s
 10335  5836 222884.085   51   99 222849.064 224858.290  0.90%  96.9 1465s
 10371  5858 224549.986   33  135 222849.064 224856.883  0.90%  96.9 1470s
 10412  5892 224203.284   42  129 222849.064 224856.683  0.90%  97.0 1475s
 10460  5924 224704.752   27  137 222849.064 224851.055  0.90%  97.1 1480s
 10501  5953 224334.923   34  141 222849.064 224850.776  0.90%  97.2 1485s
 10558  6002 223839.484   38  120 222849.064 224849.808  0.90%  97.3 1490s
 10603  6039 222892.198   51  121 222849.064 224849.323  0.90%  97.2 1495s
 10649  6065     cutoff   59      222849.064 224848.783  0.90%  97.2 1500s
 10682  6086 224591.242   26  147 222849.064 224847.616  0.90%  97.3 1505s
 10736  6106 224791.142   32  151 222849.064 224846.221  0.90%  97.3 1510s
 10753  6123 223123.186   49  126 222849.064 224846.221  0.90%  97.3 1517s
 10768  6126 224464.431   31  141 222849.064 224845.153  0.90%  97.4 1520s
 10810  6154 223883.840   41  131 222849.064 224843.839  0.90%  97.5 1525s
 10854  6190 222953.977   52  119 222849.064 224843.297  0.89%  97.4 1530s
 10889  6213     cutoff   55      222849.064 224841.648  0.89%  97.4 1535s
 10927  6247 223420.209   45  119 222849.064 224840.962  0.89%  97.5 1540s
 10971  6279 223119.825   39  112 222849.064 224840.491  0.89%  97.6 1545s
 11016  6306 224592.317   32  139 222849.064 224839.020  0.89%  97.6 1550s
 11029  6319 223170.806   45  127 222849.064 224839.020  0.89%  97.6 1555s
 11074  6346 224158.535   39  132 222849.064 224838.527  0.89%  97.7 1560s
 11117  6377 223454.965   46  124 222849.064 224837.448  0.89%  97.8 1565s
 11149  6396 223935.819   44  136 222849.064 224835.815  0.89%  97.9 1570s
 11177  6412 224459.324   36  138 222849.064 224833.668  0.89%  98.0 1575s
 11223  6456 222976.029   59   94 222849.064 224833.668  0.89%  98.1 1580s
 11275  6484 224302.147   38  141 222849.064 224832.288  0.89%  98.1 1585s
