Set parameter TimeLimit to value 7200
Setting sB&C+LSI: The proposed B&C algorithm based on formulation (40) (equipped with the lifted submodular inequalities), with only the second stage implemented
Gurobi Optimizer version 11.0.1 build v11.0.1rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Optimize a model with 1000 rows, 1400 columns and 1000 nonzeros
Model fingerprint: 0xaad40aff
Variable types: 1000 continuous, 400 integer (400 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [1e+01, 2e+03]
  Bounds range     [0e+00, 0e+00]
  RHS range        [4e-04, 1e+00]
Found heuristic solution: objective -1.01138e+15
Presolve removed 1000 rows and 0 columns
Presolve time: 0.00s
Presolved: 0 rows, 1400 columns, 0 nonzeros
Variable types: 1000 continuous, 400 integer (400 binary)
Found heuristic solution: objective -1.01138e+15

Root relaxation: objective 4.277190e+05, 0 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  5010  2158 223611.162   40  110 223582.213 224284.689  0.31%   136 1130s
  5048  2171 224025.506   32  150 223582.213 224281.288  0.31%   136 1135s
  5081  2192 223828.569   38  134 223582.213 224281.170  0.31%   136 1140s
  5120  2201 223863.562   33  148 223582.213 224280.635  0.31%   136 1145s
  5136  2209 223713.494   37  142 223582.213 224279.813  0.31%   136 1150s
  5174  2224 223751.945   35  146 223582.213 224277.103  0.31%   136 1155s
  5212  2240 224150.290   29  146 223582.213 224275.204  0.31%   136 1160s
  5238  2255 223599.068   37  140 223582.213 224275.001  0.31%   137 1165s
  5285  2272 224147.790   28  164 223582.213 224270.998  0.31%   137 1170s
  5302  2281 224123.930   28  152 223582.213 224270.487  0.31%   137 1176s
  5326  2295 223773.753   38  129 223582.213 224269.693  0.31%   137 1181s
  5362  2300 223655.107   32  140 223582.213 224268.776  0.31%   137 1185s
  5402  2320 223804.506   34  145 223582.213 224267.737  0.31%   137 1190s
  5441  2343 223608.193   40  139 223582.213 224265.308  0.31%   137 1195s
  5474  2358 223761.020   40  126 223582.213 224264.692  0.31%   138 1200s
  5511  2374 223834.207   35  144 223582.213 224263.999  0.30%   138 1205s
  5554  2397 223620.236   41  108 223582.213 224263.734  0.30%   138 1210s
  5591  2407 223832.016   33  151 223582.213 224262.872  0.30%   138 1215s
  5628  2418 223653.036   38  116 223582.213 224261.510  0.30%   138 1220s
  5662  2426 223831.357   32  152 223582.213 224258.765  0.30%   138 1225s
  5703  2446 223773.773   39  130 223582.213 224255.459  0.30%   138 1230s
  5737  2468     cutoff   43      223582.213 224254.577  0.30%   138 1235s
  5767  2476 223884.724   34  135 223582.213 224253.478  0.30%   138 1240s
  5814  2492 223615.806   40  137 223582.213 224250.753  0.30%   138 1245s
  5856  2507 223694.098   38  130 223582.213 224245.458  0.30%   138 1250s
  5894  2527 223768.904   36  140 223582.213 224243.867  0.30%   138 1255s
  5941  2538 223811.351   33  155 223582.213 224243.285  0.30%   139 1260s
  5971  2552 223768.756   34  143 223582.213 224242.223  0.30%   139 1265s
  6005  2565 223748.331   38  142 223582.213 224241.542  0.29%   139 1270s
