Set parameter TimeLimit to value 7200
Setting sB&C+LSI: The proposed B&C algorithm based on formulation (40) (equipped with the lifted submodular inequalities), with only the second stage implemented
Gurobi Optimizer version 11.0.1 build v11.0.1rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Optimize a model with 1000 rows, 1400 columns and 1000 nonzeros
Model fingerprint: 0x3c6c79ff
Variable types: 1000 continuous, 400 integer (400 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [1e+01, 2e+03]
  Bounds range     [0e+00, 0e+00]
  RHS range        [2e-04, 1e+00]
Found heuristic solution: objective -1.00211e+15
Presolve removed 1000 rows and 0 columns
Presolve time: 0.00s
Presolved: 0 rows, 1400 columns, 0 nonzeros
Variable types: 1000 continuous, 400 integer (400 binary)
Found heuristic solution: objective -1.00211e+15

Root relaxation: objective 4.210915e+05, 0 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  3935  1828 222985.244   37  125 222849.064 223637.312  0.35%   124  910s
  3980  1844 223610.180   19  142 222849.064 223635.233  0.35%   124  915s
  4008  1864 223185.879   26  142 222849.064 223634.370  0.35%   124  921s
  4030  1876 223092.576   30  141 222849.064 223633.726  0.35%   124  925s
  4078  1897 222921.476   40   97 222849.064 223630.725  0.35%   124  930s
  4119  1912 223367.153   23  136 222849.064 223627.686  0.35%   124  935s
  4148  1929 223040.679   27  123 222849.064 223621.978  0.35%   124  940s
  4195  1949 223217.581   29  123 222849.064 223621.716  0.35%   123  945s
  4226  1960 223389.163   26  141 222849.064 223619.685  0.35%   123  950s
  4254  1979 223278.181   25  135 222849.064 223619.175  0.35%   123  955s
  4293  1994 223433.492   23  149 222849.064 223618.287  0.35%   123  960s
  4321  2015 223480.516   19  151 222849.064 223617.210  0.34%   123  965s
  4339  2025 223396.097   22  140 222849.064 223616.166  0.34%   123  971s
  4361  2039 223278.501   26  139 222849.064 223614.048  0.34%   123  975s
  4384  2052 223033.280   30  133 222849.064 223611.970  0.34%   123  980s
  4402  2063 222944.871   29  115 222849.064 223611.430  0.34%   123  985s
  4448  2073 223046.255   28  110 222849.064 223611.210  0.34%   123  990s
  4477  2087 222892.598   26  133 222849.064 223609.452  0.34%   123  995s
  4518  2101 223420.624   23  131 222849.064 223609.404  0.34%   123 1000s
  4537  2119 222933.842   37   91 222849.064 223609.404  0.34%   123 1005s
  4571  2132 222864.729   24  141 222849.064 223607.809  0.34%   123 1010s
  4608  2136 222930.666   30  126 222849.064 223607.809  0.34%   123 1015s
  4630  2143 222949.134   35  120 222849.064 223607.809  0.34%   123 1020s
  4655  2149 223497.245   22  141 222849.064 223606.898  0.34%   123 1025s
  4683  2169 222928.735   31  128 222849.064 223606.337  0.34%   123 1030s
  4727  2191 223012.880   31  116 222849.064 223605.289  0.34%   123 1035s
  4765  2209 223325.277   21  142 222849.064 223600.427  0.34%   123 1040s
  4814  2229 223474.344   25  134 222849.064 223599.099  0.34%   123 1045s
  4834  2241 223190.426   25  129 222849.064 223598.199  0.34%   123 1050s
  4862  2248 223318.208   26  140 222849.064 223598.015  0.34%   123 1055s
  4895  2266 223346.194   20  149 222849.064 223597.777  0.34%   123 1060s
  4915  2279 223232.340   26  137 222849.064 223595.651  0.34%   123 1065s
  4958  2294 223373.404   24  138 222849.064 223594.103  0.33%   123 1070s
  4996  2317 223242.460   25  144 222849.064 223592.716  0.33%   123 1075s
  5027  2328 222899.800   25  141 222849.064 223592.533  0.33%   123 1080s
  5044  2333 222920.176   32  134 222849.064 223591.151  0.33%   123 1085s
  5086  2337 223113.305   26  132 222849.064 223588.028  0.33%   124 1090s
  5117  2348 223251.106   27  134 222849.064 223584.879  0.33%   124 1095s
  5156  2373 223041.417   35  114 222849.064 223583.371  0.33%   124 1101s
  5177  2386 223092.743   30  114 222849.064 223583.194  0.33%   124 1105s
  5211  2399 222991.498   27  131 222849.064 223580.342  0.33%   124 1110s
  5260  2429 222915.896   32  131 222849.064 223579.881  0.33%   124 1115s
  5305  2448 222864.991   38  115 222849.064 223577.028  0.33%   124 1120s
  5345  2460 222900.472   28  114 222849.064 223576.222  0.33%   124 1125s
  5399  2490 223482.606   26  143 222849.064 223574.105  0.33%   123 1130s
  5430  2508 222894.009   28  128 222849.064 223573.295  0.32%   123 1135s
  5469  2525 223422.647   22  140 222849.064 223572.247  0.32%   123 1140s
