    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  9536  6708 179785.375   55  122 176998.200 181975.178  2.81%   100 1605s
  9570  6734 181767.790   32  149 176998.200 181973.486  2.81%   100 1610s
  9585  6749 179613.740   47  127 176998.200 181973.486  2.81%   100 1615s
  9606  6770 177462.325   68  112 176998.200 181973.486  2.81%   101 1620s
  9622  6772 181514.556   28  139 176998.200 181968.475  2.81%   101 1630s
  9664  6814 177081.252   70   83 176998.200 181968.475  2.81%   101 1635s
  9677  6819 180655.931   35  121 176998.200 181968.125  2.81%   101 1640s
  9700  6842 179835.360   44  102 176998.200 181968.125  2.81%   101 1645s
  9723  6865 179110.613   50   96 176998.200 181968.125  2.81%   101 1650s
  9767  6909 177956.787   67   67 176998.200 181968.125  2.81%   101 1655s
  9811  6945 180993.075   31  137 176998.200 181967.600  2.81%   101 1660s
  9835  6969 178337.323   55  107 176998.200 181967.600  2.81%   101 1665s
  9859  6985 181241.240   31  138 176998.200 181967.547  2.81%   101 1670s
